Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description
5411,feat: migrate protocol module to NetworkService (Part 9) (#18374),0.6612702,"Fixed protocol methods not being accessible via remote.protocol. #27009 (Also in 11, 12)",
5412,refactor: netLog directly uses network service (#18289),0.7124412,Deprecated netLog.currentlyLoggingPath. #18289,
5413,Bump v7.0.0-nightly.20190523,0.75539213,- Bump version number to 1.0.0.,
5414,"Revert ""Bump v7.0.0-nightly.20190523""",0.76171386,- Bump version number to 1.0.0.,
5415,Bump v7.0.0-nightly.20190523,0.75539213,- Bump version number to 1.0.0.,
5416,build: move Windows release builds to AppVeyor cloud (#18337),0.9870842,build: move Windows release builds to AppVeyor cloud. #18627 ,
5417,chore: bump chromium to 54af93edd956a53c786668bc0e253 (master),0.7985128,Chromium v83.0.4103.50,
5418,chore: remove leftover docs/api/structures/memory-info.md (#18421),0.63122237,chore: remove unused module. #15924 ,
5419,roll patches,0.6663094,chore: roll node. #15115 ,
5420,skip more dbus tests,0.5980599,fix: check dbus response for null before use. #15033 ,
5421,test: add spec for contentTracing.stopRecording (#18391),0.7859538,"Fixed contentTracing.stopRecording() not rejecting when there is no trace in progress. #26608 (Also in 11, 12)",
5422,chore: bump chromium in DEPS to 6a008993a2e54af93edd956a53c786668bc0e253,0.79195464,Chromium 89.0.4389.69,
5423,fix: docs/api/dialog.md: fix typo (#18392),0.6972393,"Fixed an issue that the alert() dialog title is corrupted. #32470 (Also in 14, 15, 17)",
5424,correct reference chrome://plugins to components (#18237),0.64540017,Added chrome.tabs.connect extension API for background pages. #22549,
5425,skip dbus tests (#18409),0.6886692,fix: check dbus response for null before use. #15033 ,
5426,refactor: update husky ver 2.2.0 (#18300),0.58152753,Release Notes for v22.0.0-alpha.3,
5427,replace revert of metal support for gl::ProgressReporter with cherry-pick of fix,0.55817485,Changed build system from GYP to GN. #14097,
5428,Replace views_bridge_mac with remote_cocoa,0.63928115,Refactored NativeWindow (Part 12): Do not use custom content view on macOS. #12787,
5429,Update function signatures for focused element change notifications,0.6361857,[#14453] fix: notify focus change right away rather not on next tick,
5430,v8/snapshot_toolchain.gni moved,0.5850966,Fixed v8_context_snapshot_generator included in arm/arm64 mksnapshot zip files. #23539,
5431,disable robotjs-based tests,0.5223193,test: asyncawaitify one of sandbox related tests. #15278 ,
5432,update patches,0.81041694,Updates,
5433,chore: bump chromium in DEPS to c4cd49fdba21ffb5fd53d1e6d508bb285a4ff9a6,0.7728393,Chromium 89.0.4389.69,
5434,feat: migrate protocol module to NetworkService (Part 8) (#18361),0.6404305,Fixed require on network share path. #12282,
5435,docs: explicit rule for features in the beta cycle (#18393),0.6316079,chore: make large beta numbers work when publishing. #14572 ,
5436,use unique_ptr instead of shared_ptr for SpellcheckRequest,0.479311,Fixed loading shared worker scripts over custom protocol,
5437,FIXME: temporarily revert metal support for gl::progressreporter due to build errors,0.6034796,Bug Fixes / Updates,
5438,storage::IsolatedContext API changed,0.6305975,Added webFrame.setIsolatedWorldInfo API and deprecated related APIs. #16932,
5439,GetNetCaptureModeFromCommandLine moved to net,0.6534003,"Added desktopCapturer.getMediaSourceIdForWebContents(), can be used with getUserMedia to get a stream for a WebContent. #22701 ",
5440,DelegatedFrameHost API changed,0.6750501,API Changes,
5441,Merge remote-tracking branch 'origin/master' into roller/chromium-ad1b791122c04bd91b825fbfbdf1ff4da82a0edb-1558011686736,0.6468351,Backported fix for chromium:1245870. #31501 ,
5442,rebase patches,0.6283861,Fixes,
5443,Bump v7.0.0-nightly.20190521,0.75975865,- Bump version number to 1.0.0.,
5444,fix: correctly support the webkitdirectory input attr (#18343),0.749202,Fixed support for the webkitdirectory attribute on input[type=file] elements. #18343,
5445,docs: clarify that 'second-instance' is only emitted when the second instance calls app.requestSingleInstanceLock() (#18272),0.75124526,"docs: fix the ""second-instance"" event handler signature in the docs. #15548 ",
5446,fix: reverse saveDialog cancellation bool (#18366),0.6924633,Corrected a reversal of cancellation values in showSaveDialog on the Windows platform. #18383,
5447,fix: set window to null when no window is passed (#18240),0.7560303,- Fix window.opener being null in window opened by  tag. #5953,
5448,chore: bump chromium in DEPS to a351866f81b645d8c593132b664d5e74b1eb15f0,0.77255416,Chromium 89.0.4389.69,
5449,docs: replace the atom.io headers URL with electronjs.org (#18328),0.65648854,Electron's V8 headers can now be downloaded from https://atom.io/download/electron,
5450,"docs: use ""Breaking Changes"" as the changes doc's title (#18326)",0.6130303,Documentation changes: #18606,
5451,refactor: remove no longer needed dependency (#18340),0.71155787,[#13050] refactor: removed documented deprecated APIs,
5452,chore: remove extra colon in Issue Details (#18359),0.5673162,"Excess menu item separators are now only removed after item re-ordering is done to avoid accidental removal of needed separators. #25563 (Also in 10, 11)",
5453,fix: docs/api/browser-window.md: fix typo (#18367),0.68118143,Fixed a crash in window.print(). #19690,
5454,docs: add parentheses + change lower case to upper case in some places (#18368),0.5545478,Fixed extra closing parenthesis. #16528,
5455,chore: remove dead code (#18370),0.73161435,chore: remove unused module. #15924 ,
5456,Fix atom::PATH_END so it's greater than PATH_START. (#18339),0.568596,  instead of http://54.249.141.255:8086/atom-shell/symbols. #7895,
5457,fix: leave space for autohide taskbar for frameless maximized window (#18321),0.9259422,Fixed autohide taskbar not showing when frameless window is maximized. #18373,
5458,chore: remove duplicate internal deprecations module (just use deprecate) (#18352),0.7609094,chore: remove unused module. #15924 ,
5459,fix: Windows logger path (#18199),0.865242,Fixed windows app log path. #10911,
5460,chore: finish replacing assert with expect in tests (#18215),0.56507075,Fixed unicode test. #11774,
5461,docs: update sandbox-option.md (#18275),0.66142863,Added app.enableSandbox(). #14999,
5462,chore: bump chromium in DEPS to 1027f1782fffa09d3278e857b66d721b861df385,0.79668987,Chromium 89.0.4389.69,
5463,refactor: address TODO for WebContents type parsing (#18158),0.6500109,  webFrame.registerURLSchemeAsPrivileged. #7665,
5464,chore: bump chromium in DEPS to 655370a87309cf880a091b6b8477012b0718fe12,0.8002914,Chromium 89.0.4389.69,
5465,docs: link to better list of icons for nativeImage.createFromNamedImage() (#18336),0.7147828,- Add NativeImage.getNativeHandle() API.,
5466,refactor: add invoke helpers in window-setup (#18233),0.66284525,Added window.loadFile and webContents.loadFile helper methods. #11565,
5467,chore: bump chromium in DEPS to 810a86086f5fd70dd42ad025cf73ecc26f979fcf,0.79167825,Chromium 89.0.4389.69,
5468,feat: add 'gpu-info-update' event to app (#18250),0.8512064,"Added gpu-info-update event to app, which is emitted whenever there is a GPU info update. #18250",
5469,Chrome changed the devtools url,0.75188094,- Add support for Chrome devtools extension.,
5470,Update views visible API,0.7465219,Added layout support for View API. #13044,
5471,Update gpuinfo enumerator api,0.6395082,Added app.getGPUInfo(). #13486,
5472,chore: bump chromium in DEPS to 93f138f28f33aa9cd14a3624f9eef0a2167c8ffb,0.807695,Chromium 89.0.4389.69,
5473,Update Spellcheck API,0.8183389,Updated spellchecker. #11819,
5474,Update changed APIs/deps,0.7686251,API changes,
5475,pin user32 on startup,0.5622093,Fixed detection of launch on login items,
5476,Update linux/win menu_bar.h,0.661532,Fixed menubar not clickable on Windows and Linux. #27545 (Also in 12),
5477,Disable custom libcxx patch,0.5821465,- Fix dumping libchromiumcontent symbols on OS X.,
5478,fix lint,0.6605369,Fixed linting after shell rename. 56930338,
5479,Update for changed APIs,0.90455174,API Change:,
5480,//ui/views_bridge_mac => //components/remote_cocoa/app_shim,0.62728345,Refactored NativeWindow (Part 9): Use views::Widget on macOS. #12696 ,
5481,Manual follow-up rename in comments and variable names.,0.55340505,Added property customization to save dialogs. #19672,
5482,use base::Owned instead of base::Passed for repeating handler,0.4619006,Added a baseURLForDataURL option to the loadURL API that can be used,
5483,Convert Callbacks to OnceCallbacks in permissions APIs.,0.6124794,- Add session.getCacheSize(callback) API.,
5484,Update chromium patches,0.85276973,fix: update accelerator patch to handle recent chromium fixes. #15072 ,
5485,chore: bump chromium in DEPS to 4807e00d8504db501eb7a9d8ab66789e53fb7349,0.7951509,Chromium 89.0.4389.69,
5486,chore: update codeowners for release scripts (#18246),0.7984812,chore: update release scripts for cleanup. #16136 ,
5487,chore: bump chromium in DEPS to ad1b791122c04bd91b825fbfbdf1ff4da82a0edb,0.7634953,Chromium 89.0.4389.69,
5488,fix: 'page-title-updated' event forwarding + documentation (#18270),0.8249309,Added missing 'page-title-updated' event on webContents to documentation. Also fixed forwarding of the explicitSet argument when emitted on BrowserWindow. #18318,
5489,docs: update type for responseHeaders in the webRequest module (#18302),0.693038,"Fixed webRequest API not working with WebSockets. #22040 (Also in 8, 9)",
5490,feat: migrate protocol module to NetworkService (Part 7) (#18290),0.64250964,Fixed require on network share path. #12287 ,
5491,fix: update the FileSelectHelper to support the new promise API (#18288),0.7414547,"Fixed enable promise support with webFrameMain.executeJavaScript. #35292 (Also in 20, 21)",
5492,refactor: combine bitmask flags property (replace '+' with '|' operator) (#18271),0.5226481,- Fix generating symbols.,
5493,feat: add webContents 'zoom-changed' event (#17747),0.8375896,Added WebContents input-event event.,
5494,docs: add missing image (#18235),0.637449,fix: copy pixels in AddImageSkiaRepFromBuffer (#17843). #17861 ,
5495,docs: explicitly list supported versions (#18243),0.5942262,Release Notes for v21.4.3,
5496,fix: default enable_negotiate_port to false (#18251),0.6828216,"Fixed an issue where calling port.postMessage in MessagePortMain with some invalid parameters could cause a crash. #37726 (Also in 22, 23)",
5497,feat: allow setting working directory in app.setUserTasks() / app.setJumpList() (#18148),0.9724239,Allowed setting working directory in app.setUserTasks() / app.setJumpList(). #18291,
5498,feat: migrate protocol module to NetworkService (Part 6) (#18223),0.633656,Switch to mojo proxy resolver. #15813,
5499,chore: Add patch to partially revert chromium crashpad change (#17978),0.7400104,fix: update accelerator patch to handle recent chromium fixes. #15072 ,
5500,chore: run protocol tests in separate WebContents (#18202),0.62706476,Feat: expose WebContents#setBackgroundThrottling. #15623,
5501,chore: remove deprecated APIs (#18159),0.8863019,- Remove deprecated APIs. #5373,
5502,docs: fix name of Backtrace in crash reporter docs (#18180),0.63989115,Correctly mark crashReporter companyName as required. #14132,
5503,docs: note session.clearAuthCache planned change for 7.0 (#18185),0.66361046, * session.clearStorageData() #17249,
5504,fix: destroy tray on current tick (#18196),0.7005841,fix: crash when tray is destroyed. #14366 ,
5505,build: linux needs java on GN (#18211),0.6166601,Fixed linux arm64 builds to not require glibc 2.29+. #34503 (Also in 19),
5506,build: fix linux release builds on CircleCI (#18201),0.6755899,build: move macos release builds to CircleCI (3-1-x). #17277 ,
5507,build: remove deprecated octokit auth calls (#18205),0.6274938,Removed deprecated crashReporter APIs. #26695 (Also in 12),
5508,docs: add FAQ entry about subpixel anti-aliased text (#18101),0.66143274,Add support for PDFs in subframes. #10793,
