Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Class
489,Fix building against latest gexiv2 ][,0.9887573,* Fix building against latest gexiv2,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/zh_Hans/,1
490,Fixes bug Eric found where the Flagged toggle was being cleared when switching to and from the full-window view.,0.53428096,Fix keyboard activation in tool windows,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/de/,0
491,"1479: Open with external editor.  Currently the editor is hardcoded as GIMP (/usr/bin/gimp), but this will",0.40955776,* Use Gtk.FileChooserNative throughout,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/pt/,0
492,1613: Removed local gudev bindings -- now part of Vala std dist.,0.35661167,* Updated translations,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ca/,0
493,Corrects an issue where the Unity progress bar would stop animating at 50% shortly after launching the app; closes #5100.,0.46760413,Redesigned app icon,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/fr/,0
494,Closes #1958.,0.3821271,The list of issues closed by this release can be found here.,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,0
495,1217: Fixed import perf regression.  Now relying on thumbnail generation to detect bogus image files.,0.47995293,Avoid a crash when importing videos,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/he/,0
496,Added .3gp and .3g2 to the list of video file extensions.,0.397636,Avoid a crash when importing videos,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/en_GB/,0
497,Removed menubar items,0.57190543,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/uk/,0
498,Removes an extraneous string in the POT file. Closes #4082.,0.3616597,The list of issues closed by this release can be found here.,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",0
499,Enable Piwigo publishing by default.  Closes #4802.,0.36407447,The list of issues closed by this release can be found here.,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",0
500,2277: removed all code relating to hiding and favorites,0.3003413,Redesigned app icon,,0
501,Replace Gtk.Stock items,0.50230455,* Use Gtk.FileChooserNative throughout,In preparation for 2038… Replaced time_t types with int64 and use GLib.DateTime instead of GLib.TimeVal and GLib.Time,0
502,Translated using Weblate (català),0.62773687,Translation updates,Currently translated at 100.0% (34 of 34 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/es/,0
503,4062 develop RAW photos on demand,0.48296863,photos 2.6.5 is out! ,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/fr/,0
504,"824: Fixes for 0.7.7, binding updates and compiler/syntax changes.",0.46459502,Translation updates,Currently translated at 100.0% (34 of 34 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ja/,0
505,ManifestWidget.vala: replace deprecated Gtk.ScrolledWindow.add_with_viewport (#359),0.47809267,* Use Gtk.FileChooserNative throughout,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,0
506,Release 0.2.5,0.5936673,Photos 2.6.2 is out!,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
507,Deprecated gdk display device manager (#355),0.40918368,Redesigned Photo Viewer icon,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,0
508,Translated using Weblate (Indonesian),0.56192374,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,0
509,Fix initial blank collection in Juno (#247),0.33103222,pantheon-photos 0.2.3 is out!,Currently translated at 97.5% (754 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/nb/,0
510,2377: Startup scan of library directory was taking too long when a large number of files were present that weren't imported into the database.  This fix reduces the time to process these files.,0.26282558,Avoid a crash when importing videos,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/sr/,0
511,Updates version number to 0.14.0pr1+trunk.,0.43219408,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/de/,0
512,1589: YouTube publishing.  Courtesy Jani Monoses.,0.40976858,Avoid a crash when importing videos,Currently translated at 100.0% (34 of 34 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/sr/,0
513,fix rotate as per meese' recommendation,0.32601252,* Fix building against latest gexiv2,Currently translated at 47.0% (16 of 34 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/de/,0
514,This is an evaluation check-in to determine how memebers of the Shotwell team feel about moving the ratings icon flush-right in the toolbar.,0.4143262,Redesigned Photo Viewer icon,Currently translated at 99.8% (772 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/de/,0
515,Updated Shotwell Extra Plugins translations for the Shotwell 0.13 release.,0.50633824,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/zh_Hans/,0
516,Fixes spelling and formatting issues in debug log output.,0.37803674,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/en_GB/,0
517,Enable writing to Xmp.lr.hierarchicalSubject (#230),0.41243088,* Use Gtk.FileChooserNative throughout,Currently translated at 100.0% (34 of 34 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/en_GB/,0
518,Split CheckerboardLayout.vala into one file per class (#170),0.44780946,Add checkerboard behind semi-transparent photos in grid view,Currently translated at 100.0% (34 of 34 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/tr/,0
519,"Prevents tags with only one media source from being destroyed after that media source is trashed and expunged, also prevents and fixes #5068.",0.39181912,Avoid a crash when importing videos,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/pt/,0
520,rebuild prefs dialog without deprecated widgets,0.46903208,Redesign a large number of dialogs,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ca/,0
521,fixes an unticketed scrolling prblem for rename in place.,0.45255828,"Replace all instances of ""Shotwell"" with ""Photos""",Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/tr/,0
522,README: update repology badge (#499),0.37899804,The list of issues closed by this release can be found here.,"  Gtk.Dialog → Granite.Dialog, Hdy.Window   bump granite dep   Use get/private set content area   bump copyright, remove old docs   no real reason not to be deletable   don't add button press mask   revert to manual window dragging ",0
523,PiwigoPlugin: Fix GSettings warnings (#679),0.4580034,* Fix building against latest gexiv2,,0
524,fix Bug #1373677,0.4867777,Fix a possible crash with invalid date and time info,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/uk/,0
525,Proposed patch would close #4469 by working around a binding problem and changing a single GLib call from a deprecated function to an allowed one.,0.45101285,The list of issues closed by this release can be found here.,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/tr/,0
526,"Changelog, readme, and Debian changes in preparation of packaging.",0.40705281,* Updated translations,,0
527,changed to fit suggestions,0.48761046,Redesign a large number of dialogs,,0
528,6px not 12px,0.4880634,photos 2.6.5 is out! ,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
529,Merge branch 'origin/master' into Weblate,0.30310547,* Use Gtk.FileChooserNative throughout,,0
530,"Added tooltips to checkerboard page, works for photo name and tags (but especially useful for tags).",0.62822086,Add checkerboard behind semi-transparent photos in grid view,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",0
531,Fixed bug 1033 ([windows] Help->Contents does nothing).,0.3901157,Fix keyboard activation in tool windows,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",0
532,3515 saved search dialog disables OK button until search is valid,0.43620268,Show saved state correctly in the context-menu,,0
533,Yet another attempt at fixing Oneiric 32 dailies...,0.3206979,pantheon-photos 0.2.4 is out!,,0
534,Removed Transifex verification token.,0.35062218,Translation updates,,0
535,Create .gitignore (#156),0.47452563,* Use Gtk.FileChooserNative throughout,Co-authored-by: Corentin Noël corentin@elementary.io,0
536,Eliminates a situation where a malicious user could stop other users on the same system from being able to publish photos by taking ownership of certain directories in the /tmp tree. Closes #4411.,0.35072201,"Replace all instances of ""Shotwell"" with ""Photos""",,0
537,update translations template,0.7717714,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/zh_Hans/,1
538,move print menu from menubar to context menu,0.674054,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/zh_Hans/,0
539,"Added PNG thumbnail support to ThumbnailCache, and changed the interface with ThumbnailCache to use LibraryPhoto instead of PhotoID",0.56198657,Redesigned Photo Viewer icon,Currently translated at 100.0% (34 of 34 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/zh_Hans/,0
540,Removes warnings seen on the Vala buildbot (will be seen in the next release of Vala).,0.42350617,The list of issues closed by this release can be found here.,Currently translated at 100.0% (34 of 34 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/zh_Hans/,0
