Index,Message,Description
13707,New resource/data source azurerm_data_share_dataset_kusto_cluster (#8464),Partially fix #6480 Sub PR of : #7064 === RUN TestAccAzureRMDataShareKustoClusterDataSet_basic --- PASS: TestAccAzureRMDataShareKustoClusterDataSet_basic (1636.17s) === RUN TestAccAzureRMDataShareKustoClusterDataSet_requiresImport --- PASS: TestAccAzureRMDataShareKustoClusterDataSet_requiresImport (1653.75s) === RUN TestAccDataSourceAzureRMDataShareKustoClusterDataset_basic === PAUSE TestAccDataSourceAzureRMDataShareKustoClusterDataset_basic === CONT TestAccDataSourceAzureRMDataShareKustoClusterDataset_basic --- PASS: TestAccDataSourceAzureRMDataShareKustoClusterDataset_basic (1517.13s)
13708,pull,
13709,address pr comments,
13710,Terrafmt test,
13711,Some test fixes,
13712,Doc Fix: azurerm_service_fabric_cluster - client_certificate_thumbprint #8536,
13713,Update changelog for #8521,
13714,azurerm_service_fabric_cluster - Remove two block limit for client_certificate_thumbprint #8521,
13715,gosimple,
13716,r/api_management: removing the none option to be consistent with other resources,
13717,Making notify set to false in apimanagement_user,
13718,Merge remote-tracking branch 'origin/master' into update-v46.1.0-sdk,
13719,Doc Fix: azurerm_private_endpoint Updating documentation for private_ip_address #8495,
13720,Example: azurerm_kubernetes_cluster with data source public ip #8499,
13721,Update changelog for #8462,
13722,New Resource/Datasource azurerm_storage_sync_group (#8462),
13723,Cleanup after v2.28.0 release,
13724,v2.28.0,
13725,formatting,
13726,Merge pull request #8496 from neil-yechenwei/updatesharedoc01,Update doc for the usage of storage share
13727,Update kubernetes_cluster.html.markdown (#8505),
13728,add source control special case for ADO controlled apps,
13729,Update CHANGELOG.md for #7836,
13730,r/storage_account_customer_managed_key - support for key rotation (#7836),Co-authored-by: Steve 11830746+jackofallops@users.noreply.github.com Co-authored-by: ian.moroney ian.moroney@demica.com
13731,Update CHANGELOG.md for #8492,
13732,azurerm_role_definition - expose role_definition_resource_id (#8492),
13733,find system node pool as a fallback,
13734,Refresh vendor,
13735,Merge remote-tracking branch 'origin/master' into update-v46.1.0-sdk,
13736,Fix for Type None,
13737,New logic for no identity,
13738,Fix create to have default identity type,
13739,Update doc for the usage of storage share,
13740,Update changelog for #8487,
13741,data.azurerm_app_service_environment - Expose vip information of an app service environment  (#8487),
13742,Add fix for Identity = None,
13743,Update CHANGELOG.md for #6560,
13744,New resources: azurerm_lighthouse_definition and 'azurerm_lighthouse_assignment' (#6560),Co-authored-by: Hussain humoiz@microsoft.com Co-authored-by: kt kt@katbyte.me Co-authored-by: jackofallops ste@hashicorp.com
13745,update CHANGELOG.md for #8438,
13746,New Data Source: azurerm_servicebus_queue_authorization_rule (#8438),Co-authored-by: Callum Clark CALLUMC@bailliegifford.com
13747,switch to developerportal per service team's suggestions,
13748,Update changelog for #8447,
13749,New resource azurerm_mssql_server_extended_auditing_policy  (#8447),
13750,Typo fix in postgresql_server_data_source_test.go (#8478),
13751,Update main.tf (#8451),should be base64encode() not base64_encode() at least in version 1.13 of terraform
13752,azurerm_firewall_network_rule_collection: add doc/test to highlight dest addr service tag support (#8448),
13753,Update changelog for #8235,
13754,azurerm_firewall: support management_ip_configuration block (#8235),Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com Co-authored-by: Tom Bamford tom@bamford.io
13755,Update changelog for #7773,
13756,Support autoscaling Cosmos DB databases and containers  (#7773), Support Cosmos DB Autoscaling in SQL Databases Support Cosmos DB Autoscaling in SQL Containers Support Cosmos DB Autoscaling in Mongo Databases Support Cosmos DB Autoscaling in Gremlin Databases Support Cosmos DB Autoscaling in Gremlin Graphs Support Cosmos DB Autoscaling in Mongo Collections Support Cosmos DB Autoscaling in Tables Support Cosmos DB Autoscaling in Cassandra Keyspaces Add documentation for Cosmos DB autoscale_settings Update CosmosMaxThroughput validator to align with conventions
13757,Update waiting logic for azurerm_cognitive_account (#8386),fixes #8377
13758,correct the doco - the Self-hosted Integration Runtime resource is re… (#8444),Co-authored-by: Leif Eriksen leif.eriksen.au@gmail.com
13759,update CHANGELOG.md for #8374,
13760,azurerm_kubernetes_cluster - ensure OMS Agent log analytics workspace case is preserved after disabling/enabling (#8374),AKS service will somehow ignore the config key cases after disable then enable the omsagent. Opened an issue to track this issue: Azure/azure-rest-api-specs#10716. This PR is a workaround to unblock #8344.
13761,update CHANGELOG.md for #8388,
13762,Adjust validation for EH consumer group datasource to accept $Default (#8388),Fixes #7720
13763,update CHANGELOG.md for #8370,
13764,"support relay namespace in different resource group for ""azurerm_app_service_hybrid_connection"" (#8370)",fix #8354
13765,update CHANGELOG.md for #8386,
13766,update CHANGELOG.md for #8389,
13767,data.function_app - export the identity block (#8389),Fixes #8285
13768,update CHANGELOG.md for #8024,
13769,Fixed parsing of management group id (#8024),
13770,Merge pull request #8394 from lrxtom2/fix-testname,"Fix resource name, myssql => mysql"
13771,Merge pull request #8395 from lrxtom2/fix-fcname,Change API to Api in few testcases name
13772,Merge pull request #8423 from terraform-providers/aareet-remove-issue-template,Delete ISSUE_TEMPLATE.md in favour of ISSUE_TEMPLATE folder
13773,Merge remote-tracking branch 'origin/master' into update-v46.1.0-sdk,
13774,updating to include #8434,
13775,follow up of PR #8095,
13776,dependencies: updating automation to 2018-06-30-preview (#8400),
13777,Update CHANGELOG.md for #8167,
13778,Update segment of resource id for network packet capture (#8167),  Update segment of network packet capture   Update code   Update code   Update code   Update code   Update code 
13779,update CHANGELOG.md for #8095,
13780,new resource azurerm_synapse_sql_pool (#8095),"the third resource of #7406 it needs to take a long time to run test for PointInTime restore (8h according to the doc) and recovery (1 day), so I don't add test case for these two create mode. I have tested it offline and there is no problem"
13781,update CHANGELOG.md for #7843,
13782,New resource/data source azurerm_storage_sync (#7843),Partial fix: #2315.
13783,update CHANGELOG.md for #7907,
13784,New resource/data source azurerm_data_share_dataset_data_lake_gen2 (#7907),Partially fix #6480 Sub PR of : #7064
13785,Update changelog for #8430,
13786,data.azurerm_function_app_host_keys - Fix crash when no id is present (#8430), Fix crash in data.azurerm_function_app_host_keys
13787,Delete ISSUE_TEMPLATE.md,ISSUE_TEMPLATE.md is unneeded when ISSUE_TEMPLATE folder present
13788,Cleanup after v2.27.0 release,
13789,v2.27.0,
13790,Update CHANGELOG.md for #8357,
13791,r/cognitive_account: fixing a crash & supporting AnomalyDetector / QnAMaker (#8357),Co-authored-by: Tom Bamford tom@bamford.io
13792,Update CHANGELOG.md for #8384,
13793,azurerm_network_security_group: add the new resource check back as is in a CreateOrUpdate callback (#8384),
13794,Fix GH link format for #8366,
13795,Update to include #8366,
13796,fixes #8341 #8168,"  Update name validation for azurerm_storage_share_directory   r/sorage_share_directory: support single char dirnames, properly detect leading/trailing dashes, allow double dashes   Update code   Update code   Update code   Co-authored-by: Tom Bamford tom@bamford.io"
13797,update CHANGELOG.md for #7793,
13798,New resource azurerm_mssql_database_extended_auditing_policy (#7793),
13799,updating to include #8412,
13800,Fixes #8402,
13801,Update SDK to v46.1.0,
13802,Update changelog for #8409,
13803,api_management_x.y.api_name - validation fix #8409,
13804,Update changelog for #8365,
13805,New data source: azurerm_lb_rule (#8365),
13806,Update changelog for #8372,
13807,azurerm_application_insights_webtests: .Kind turns to null after editing in Portal (#8372),azurerm_application_insights_webtests: set kind from WebTestProperties if null
13808,Update CHANGELOG.md for #6107,
13809,Fixing destroy when role scope is a Management Group (#6107),Co-authored-by: jackofallops ste@hashicorp.com
13810,"[Refactor] bring back the SystemAssigned, UserAssigned defined in go SDK to app service (#8404)",
13811,Update CHANGELOG.md for #7873,fixed hashibot tags on changes
13812,New Resource: azurerm_api_management_api_diagnostic (#7873),Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com Co-authored-by: jackofallops ste@hashicorp.com
13813,updating to include #8322,
13814,"Add support for encryption_at_host_enabled for azurerm_windows_virtual_machine, azurerm_linux_virtual_machine, azurerm_windows_virtual_machine_scale_set and azurerm_linux_virtual_machine_scale_set #8322", upgrade compute module  Signed-off-by: Julien Balestra julien.balestra@datadoghq.com  encryption-host: create option  Signed-off-by: Julien Balestra julien.balestra@datadoghq.com  address pr review  Signed-off-by: Julien Balestra julien.balestra@datadoghq.com   tests: fix client   docs: add encryption at host and organise the option within optional ones   vendor: fix after rebase   Signed-off-by: Julien Balestra julien.balestra@datadoghq.com   encryption: revisit the parameter and make it available in all places   restore upgrade mode after rebase   Make the encryption_at_host_enabled was optional set in the create request   Also conditional set encryption_at_host_enabled in read   Update doc   Add update   Refine tests   Deallocate linux VM in update   terrafmt   Fix a not working test case   Resolve comments   Co-authored-by: Julien Balestra julien.balestra@datadoghq.com
13815,Updating changelog to include #8349,
13816,New Resource: azurerm_data_factory_linked_service_azure_sql_database (#8349),
13817,updating to include #8383,
13818,Add delete WaitForState azurerm_windows_virtual_machine and azurerm_linux_virtual_machine #8383,  Add delete WaitForState Win and Linux VMs   Add err checks for get call 
13819,Update test config func name,
13820,Change API to Api in tests,
13821,"Fix resource name, myssql => mysql",
13822,update CHANGELOG.md for #7902,update CHANGELOG.md for #7902
13823,New Data Source: azurerm_function_app_host_keys (#7902),This PR closes #699
13824,r/cosmosdb_account: document example for capabilities block (#8369),
13825,Merge pull request #8360 from terraform-providers/kt/inclusive,correct some minor spelling mistake in comments and docs
13826,ordering,
13827,correct spelling and docs,
13828,Fix format for changelog,
13829,Move attestation to correct release v2.27,
13830,updating to include #7885,
13831,Add support for Azure Attestation Provider #7885,  Initial check-in tests not passing yet   Fix lint errors   Fix typo in TOC   Fixing lint errors add validation   remove deprecated AttestationPolicy field   Progress   Fixes for all issues   Update note on docs   Doc update   More doc updates   terrafmt test cases   Add error check for pem.Encode call   Make all test fmt.Errorf return values consistent   Complete refactor   fix documentation terrafmt lint error   Update test RG name...   Update website/docs/r/attestation.html.markdown   Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update azurerm/internal/services/attestation/tests/attestation_resource_test.go  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update azurerm/internal/services/attestation/attestation_resource.go  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update azurerm/internal/services/attestation/registration.go  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update azurerm/internal/services/attestation/tests/attestation_resource_test.go  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update azurerm/internal/services/attestation/attestation_data_source.go  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update azurerm/internal/services/attestation/attestation_data_source.go  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/azurerm.erb  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update azurerm/internal/services/attestation/attestation_resource.go  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com   Updates for PR comments   Update azurerm/internal/services/attestation/tests/attestation_data_source_test.go   Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update website/docs/r/attestation.html.markdown  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com  Update azurerm/internal/services/attestation/tests/attestation_data_source_test.go  Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com   Fix data source test case   Fix test import   Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com
