Index,Message,Description,Message Abstract,Description Abstract
8056,Add a to cross-reference about post_url,"I had a really hard time finding this information on the Jekyll site, and this seemed like a reasonable place to put a pointer to the information.",Add a to cross-reference about post_url,"I had a really hard time finding this information on the Jekyll site, and this seemed like a reasonable place to put a pointer to the information."
8057,Change the feature to not use page.name,Use page.description in the cucumber feature instead. page.name isn't overridable anymore.,Change the feature to not use page.name,Use page.description in the cucumber feature instead. page.name isn't overridable anymore.
8058,Only read in 5 bytes when checking for YAML header.,2211 #2210,Only read in 5 bytes when checking for YAML header.,2211 #2210
8059,Use +rb switches when reading in file for checking existence of YAML header.,Fixes #2228.,Use +rb switches when reading in file for checking existence of YAML header.,Fixes #2228.
8060,Remove stray sentence from Collections doc page.,,Remove stray sentence from Collections doc page.,
8061,Release 2.0.0.alpha.3,,Release 2.0.0.alpha.3,
8062,Update history to reflect merge of #2199 [ci skip],,Update history to reflect merge of #2199 [ci skip],
8063,Merge pull request #2199 from jekyll/collection-plate,,Merge pull request #2199 from jekyll/collection-plate,
8064,Fix #filtered_entries so it returns a new Array if the directory doesn't exist,,Fix #filtered_entries so it returns a new Array if the directory doesn't exist,
8065,Don't gather any entries if the collection directory doesn't exist,,Don't gather any entries if the collection directory doesn't exist,
8066,Update docs around collections.,,Update docs around collections.,
8067,Clean up some code per @baweaver's suggestions.,,Clean up some code per @baweaver's suggestions.,
8068,"Code/docs cleanup, props @baweaver",,"Code/docs cleanup, props @baweaver",
8069,Use #error instead of #warn when telling the user not to use a custom data source,,Use #error instead of #warn when telling the user not to use a custom data source,
8070,Fix test for non-collectionized sites still containing data coll,,Fix test for non-collectionized sites still containing data coll,
8071,Include data in the array of collections,,Include data in the array of collections,
8072,Filter entries in the collection per EntryFilter#filter,,Filter entries in the collection per EntryFilter#filter,
8073,EntryFilter#special? should also check the base name of the entry,,EntryFilter#special? should also check the base name of the entry,
8074,Expose collections as site. in Liquid as array of docs.,,Expose collections as site. in Liquid as array of docs.,
8075,Add comments for Document,,Add comments for Document,
8076,Do not render any asset files with Liquid.,,Do not render any asset files with Liquid.,
8077,Add comments for Collection,,Add comments for Collection,
8078,Moar tests for collections.,,Moar tests for collections.,
8079,SANITIZE THE collection name plz.,,SANITIZE THE collection name plz.,
8080,Add docs for how the collections stuff is exposed via Liquid.,,Add docs for how the collections stuff is exposed via Liquid.,
8081,I am the King of Copy,,I am the King of Copy,
8082,Add some documentation,,Add some documentation,
8083,Homagah it all renders I think.,,Homagah it all renders I think.,
8084,Don't let that render get you down.,,Don't let that render get you down.,
8085,OMG COLLECTIONS ARE RENDERING CALL THE POLICE,,OMG COLLECTIONS ARE RENDERING CALL THE POLICE,
8086,Strike duplicate methods & :collection_name filler,,Strike duplicate methods & :collection_name filler,
8087,GUYS failing test for rendering,,GUYS failing test for rendering,
8088,Expect site.data stuff to be hashes,,Expect site.data stuff to be hashes,
8089,Sort the docs based on path,,Sort the docs based on path,
8090,DEM TESTS,,DEM TESTS,
8091,"Hey girl, i heard you like YAML.",,"Hey girl, i heard you like YAML.",
8092,OMG it's happening ~Collections~,,OMG it's happening ~Collections~,
8093,Replace load-in of YAML data with Jekyll::Document logic.,COLLECTIONS IS COMING,Replace load-in of YAML data with Jekyll::Document logic.,COLLECTIONS IS COMING
8094,Update history to reflect merge of #1492 [ci skip],,Update history to reflect merge of #1492 [ci skip],
8095,Merge pull request #1492 from maul-esel/publishing,,Merge pull request #1492 from maul-esel/publishing,
8096,We're not allowing custom data sources anymore.,,We're not allowing custom data sources anymore.,
8097,Update history to reflect merge of #2211 [ci skip],,Update history to reflect merge of #2211 [ci skip],
8098,Merge pull request #2211 from jekyll/pgp-key-header-frontmatter,,Merge pull request #2211 from jekyll/pgp-key-header-frontmatter,
8099,more explicit test description,,more explicit test description,
8100,Stricter start of line check via \A,,Stricter start of line check via \A,
8101,use regex to verify yaml existence,,use regex to verify yaml existence,
8102,Update history to reflect merge of #2216 [ci skip],,Update history to reflect merge of #2216 [ci skip],
8103,Merge pull request #2216 from szymzet/command-better-coverage,,Merge pull request #2216 from szymzet/command-better-coverage,
8104,Add missing Command tests,,Add missing Command tests,
8105,Update history to reflect merge of #2215 [ci skip],,Update history to reflect merge of #2215 [ci skip],
8106,Merge pull request #2215 from jeffkole/page-collection-plugin,,Merge pull request #2215 from jeffkole/page-collection-plugin,
8107,Adds reference to jekyll-page-collections plugin,,Adds reference to jekyll-page-collections plugin,
8108,delete old superfluous tests; extend feature,,delete old superfluous tests; extend feature,
8109,"Add feature for the ""--unsupported"" flag",Also make step definitions a little more generic.,"Add feature for the ""--unsupported"" flag",Also make step definitions a little more generic.
8110,"Support ""published: false"" for pages",Fixes 1034.,"Support ""published: false"" for pages",Fixes 1034.
8111,Use Publisher instead of Post#published?,,Use Publisher instead of Post#published?,
8112,add the Publisher class to handle publishing logic,,add the Publisher class to handle publishing logic,
8113,Add an --unpublished option to render unpublished posts,"Fixes #1337, #469.",Add an --unpublished option to render unpublished posts,"Fixes #1337, #469."
8114,"add a cucumber feature to test ""published"" for pages",,"add a cucumber feature to test ""published"" for pages",
8115,add test for PGP key yaml frontmatter,,add test for PGP key yaml frontmatter,
8116,Update history to reflect merge of #2214 [ci skip],,Update history to reflect merge of #2214 [ci skip],
8117,Merge pull request #2214 from stomar/file-exists,,Merge pull request #2214 from stomar/file-exists,
8118,Update history to reflect merge of #2213 [ci skip],,Update history to reflect merge of #2213 [ci skip],
8119,Merge pull request #2213 from XhmikosR/docs-favicon,,Merge pull request #2213 from XhmikosR/docs-favicon,
8120,Use File.exist? instead of deprecated File.exists?,,Use File.exist? instead of deprecated File.exists?,
8121,Slightly improve favicon.ico.,Trim the whitespace so that the tube looks bigger while maintaining the aspect ratio.,Slightly improve favicon.ico.,Trim the whitespace so that the tube looks bigger while maintaining the aspect ratio.
8122,require newline after start of yaml header,,require newline after start of yaml header,
8123,Deep merge data overrides into defaults.,,Deep merge data overrides into defaults.,
8124,Remove duplicate entry in list of third-party plugins (#2206),,Remove duplicate entry in list of third-party plugins (#2206),
8125,Update history to reflect merge of #2206 [ci skip],,Update history to reflect merge of #2206 [ci skip],
8126,Post#published is no longer a thing.,,Post#published is no longer a thing.,
8127,Merge branch 'frontmatter-defaults' of git://github.com/maul-esel/jekyll into maul-esel-frontmatter-defaults," 'frontmatter-defaults' of git://github.com/maul-esel/jekyll:   move self.type to convertible   oops, fix minor indentation quirk   document frontmatter defaults precedence   adjust frontmatter defaults precedence handling   change cucumber feature to test for precedence too   fix frontmatter defaults for custom paths   more robust cucumber features   fix slash handling for paths   move cucumber features to own file   fix minor docs quirk   improve path checking, now using Pathname instead of regex   Add site documentation for the new feature   add inline code docs   improve validation code   fix for Ruby 1.8   Add basic cucumber features for frontmatter defaults   Retrieve frontmatter defaults when retrieved internally   make frontmatter defaults available to liquid   add a class FrontmatterDefaults for handling of frontmatter defaults   Add a method to retrieve type to post, page and draft  Conflicts:     lib/jekyll.rb     lib/jekyll/convertible.rb     lib/jekyll/core_ext.rb     lib/jekyll/page.rb     lib/jekyll/post.rb",Merge branch 'frontmatter-defaults' of git://github.com/maul-esel/jekyll into maul-esel-frontmatter-defaults,"'frontmatter-defaults' of git://github.com/maul-esel/jekyll:   move self.type to convertible   oops, fix minor indentation quirk   document frontmatter defaults precedence   adjust frontmatter defaults precedence handling   change cucumber feature to test for precedence too   fix frontmatter defaults for custom paths   more robust cucumber features   fix slash handling for paths   move cucumber features to own file   fix minor docs quirk   improve path checking, now using Pathname instead of regex   Add site documentation for the new feature   add inline code docs   improve validation code   fix for Ruby 1.8   Add basic cucumber features for frontmatter defaults   Retrieve frontmatter defaults when retrieved internally   make frontmatter defaults available to liquid   add a class FrontmatterDefaults for handling of frontmatter defaults   Add a method to retrieve type to post, page and draft Conflicts:     lib/jekyll.rb     lib/jekyll/convertible.rb     lib/jekyll/core_ext.rb     lib/jekyll/page.rb     lib/jekyll/post.rb"
8128,Update history to reflect merge of #2189 [ci skip],,Update history to reflect merge of #2189 [ci skip],
8129,Merge pull request #2189 from benhanzl/move_rouge_loading,,Merge pull request #2189 from benhanzl/move_rouge_loading,
8130,Update history to reflect merge of #2197 [ci skip],,Update history to reflect merge of #2197 [ci skip],
8131,Merge pull request #2197 from jekyll/plugin-manager,,Merge pull request #2197 from jekyll/plugin-manager,
8132,Ok handle the plugins_path stuff in the PluginManager.,,Ok handle the plugins_path stuff in the PluginManager.,
8133,Fetching/determining the plugin path is beyond this it's kind of sad.,,Fetching/determining the plugin path is beyond this it's kind of sad.,
8134,Update history to reflect merge of #1823 [ci skip],,Update history to reflect merge of #1823 [ci skip],
8135,Merge pull request #1823 from jekyll/highlight-without-newline,,Merge pull request #1823 from jekyll/highlight-without-newline,
8136,"Expect 41 posts, not just 40.",,"Expect 41 posts, not just 40.",
8137,Update history to reflect merge of #2192 [ci skip],,Update history to reflect merge of #2192 [ci skip],
8138,Merge pull request #2192 from XhmikosR/docs-feed,,Merge pull request #2192 from XhmikosR/docs-feed,
8139,STRIP ALL THE NEWLINES FROM HIGHLIGHTED CODE ok just the ones at the beginning and end,,STRIP ALL THE NEWLINES FROM HIGHLIGHTED CODE ok just the ones at the beginning and end,
8140,Add meta generator property in the HTML files.,,Add meta generator property in the HTML files.,
8141,Improve feed.xml., add generator property add image property use xml_escape instead of ![CDATA] use date_to_rfc822 instead of the date format string (thanks @troyswanson!) fix self reference url switch to isPermaLink for the guid,Improve feed.xml.,add generator property add image property use xml_escape instead of ![CDATA] use date_to_rfc822 instead of the date format string (thanks @troyswanson!) fix self reference url switch to isPermaLink for the guid
