Index,Message,Description,Message Abstract,Description Abstract
3788,Merge pull request #315 from mattdfloyd/patch-2,Update pin positioning docs,Merge pull request #315 from mattdfloyd/patch-2,Update pin positioning docs
3789,Fix style,,Fix style,
3790,Update test fixture,,Update test fixture,
3791,Update positioning.blade.md,.pin no longer sets width and height to 100%,Update positioning.blade.md,.pin no longer sets width and height to 100%
3792,Desaturate teal darker slightly,,Desaturate teal darker slightly,
3793,Darken and desaturate dark oranges,,Darken and desaturate dark oranges,
3794,Desaturate dark reds slightly,,Desaturate dark reds slightly,
3795,Darken darkest blue slightly,,Darken darkest blue slightly,
3796,Desaturate dark pinks slightly,,Desaturate dark pinks slightly,
3797,Decrease saturation of some darker colors,To better match indigo darks which feel like the most useful ones currently.,Decrease saturation of some darker colors,To better match indigo darks which feel like the most useful ones currently.
3798,Merge pull request #297 from tailwindcss/new-greys,"[0.4] New grey scale, remove legacy greys",Merge pull request #297 from tailwindcss/new-greys,"[0.4] New grey scale, remove legacy greys"
3799,Merge branch 'master' into 0.4,,Merge branch 'master' into 0.4,
3800,Mention hover utilities I forgot about in the state variants docs,,Mention hover utilities I forgot about in the state variants docs,
3801,"Write default config to JSON for Jigsaw, not docs config",,"Write default config to JSON for Jigsaw, not docs config",
3802,Color docs styling,,Color docs styling,
3803,Update test fixture,,Update test fixture,
3804,Switch new greys to hex,,Switch new greys to hex,
3805,Replace old greys with new greys,,Replace old greys with new greys,
3806,Replace smoke/slate references,,Replace smoke/slate references,
3807,WIP,,WIP,
3808,I think these greys are better? Who knows.,,I think these greys are better? Who knows.,
3809,WIP,,WIP,
3810,WIP,,WIP,
3811,Merge pull request #309 from tailwindcss/apply-important,Add support for applying classes as !important,Merge pull request #309 from tailwindcss/apply-important,Add support for applying classes as !important
3812,Update at-apply documentation,,Update at-apply documentation,
3813,Add support for making applied rules important,,Add support for making applied rules important,
3814,Fix style,,Fix style,
3815,Merge pull request #312 from cy6erskunk/patch-1,Fix docs typos,Merge pull request #312 from cy6erskunk/patch-1,Fix docs typos
3816,Don't normalize custom property sets in at-apply,,Don't normalize custom property sets in at-apply,
3817,Update what-is-tailwind.blade.md,,Update what-is-tailwind.blade.md,
3818,fix several typos,,fix several typos,
3819,Style state variant notes as alerts,,Style state variant notes as alerts,
3820,Link to state variants docs from config docs,,Link to state variants docs from config docs,
3821,Merge pull request #310 from tailwindcss/state-variant-docs,Add documentation about state variants,Merge pull request #310 from tailwindcss/state-variant-docs,Add documentation about state variants
3822,Add documentation about state variants,,Add documentation about state variants,
3823,Polish component example docs,,Polish component example docs,
3824,"Change ""form control appearance"" to just ""appearance""",,"Change ""form control appearance"" to just ""appearance""",
3825,Add source map information to generated utilities,,Add source map information to generated utilities,
3826,Add test to prove cssnext custom property sets are preserved,,Add test to prove cssnext custom property sets are preserved,
3827,Merge pull request #303 from jackmcdade/master,Prevent @apply from adding !important.,Merge pull request #303 from jackmcdade/master,Prevent @apply from adding !important.
3828,Merge pull request #296 from r00k/patch-1,Change text on primary button on landing,Merge pull request #296 from r00k/patch-1,Change text on primary button on landing
3829,Merge pull request #306 from michaellindahl/patch-1,Update Top Accent Border example to prevent svg from being shrunk,Merge pull request #306 from michaellindahl/patch-1,Update Top Accent Border example to prevent svg from being shrunk
3830,Update Top Accent Border example to prevent svg from being shrunk,Prior to this change longer text paragraphs would cause the svg to shrink down to nothing.,Update Top Accent Border example to prevent svg from being shrunk,Prior to this change longer text paragraphs would cause the svg to shrink down to nothing.
3831,Adjust syntax style to fit standards,,Adjust syntax style to fit standards,
3832,Prevent @apply from adding !important.,,Prevent @apply from adding !important.,
3833,Change text on primary button on landing,,Change text on primary button on landing,
3834,Add note about compensating for negative margin on grid rows,,Add note about compensating for negative margin on grid rows,
3835,Merge pull request #293 from taylorbryant/patch-1,Add missing space,Merge pull request #293 from taylorbryant/patch-1,Add missing space
3836,Add missing space,,Add missing space,
3837,Add documentation on controlling file size,,Add documentation on controlling file size,
3838,Switch from var to let,Closes #281.,Switch from var to let,Closes #281.
3839,Merge pull request #288 from tailwindcss/fix-ie-alert,Switch flex-1 to flex-auto to prevent unnecessary text wrapping in IE 11,Merge pull request #288 from tailwindcss/fix-ie-alert,Switch flex-1 to flex-auto to prevent unnecessary text wrapping in IE 11
3840,Switch flex-1 to flex-auto to prevent unnecessary text wrapping in IE 11,,Switch flex-1 to flex-auto to prevent unnecessary text wrapping in IE 11,
3841,Tweak some wording,,Tweak some wording,
3842,Merge branch 'add-variants-section-to-docs' of https://github.com/MichaelDeBoey/tailwindcss into MichaelDeBoey-add-variants-section-to-docs,,Merge branch 'add-variants-section-to-docs' of link into MichaelDeBoey-add-variants-section-to-docs,
3843,Add missing fill-current class to class table arrow,,Add missing fill-current class to class table arrow,
3844,Extract to partial,,Extract to partial,
3845,Merge pull request #283 from skollro/fix-docsearch-shortcut,Fix docsearch shortcut,Merge pull request #283 from skollro/fix-docsearch-shortcut,Fix docsearch shortcut
3846,Fix docsearch shortcut,,Fix docsearch shortcut,
3847,Add variants section to flexbox docs,,Add variants section to flexbox docs,
3848,Use Mousetrap lib for keyboard shortcuts for hopefully better handling of international keyboards,,Use Mousetrap lib for keyboard shortcuts for hopefully better handling of international keyboards,
3849,Fix wording,,Fix wording,
3850,resize,,resize,
3851,zIndex,,zIndex,
3852,width,,width,
3853,whitespace,,whitespace,
3854,visibility,,visibility,
3855,verticalAlign,,verticalAlign,
3856,userSelect,,userSelect,
3857,tracking (letter-spacing),,tracking (letter-spacing),
3858,textStyle,,textStyle,
3859,textSizes,,textSizes,
3860,textColors,,textColors,
3861,textAlign,,textAlign,
3862,shadows,,shadows,
3863,position,,position,
3864,pointerEvents,,pointerEvents,
3865,overflow,,overflow,
3866,opacity,,opacity,
3867,minWidth,,minWidth,
3868,minHeight,,minHeight,
3869,maxWidth,,maxWidth,
3870,maxHeight,,maxHeight,
3871,"spacing (margin, negativeMargin & padding)",,"spacing (margin, negativeMargin & padding)",
3872,lists,,lists,
3873,leading (line-height),,leading (line-height),
3874,height,,height,
3875,fontWeights,,fontWeights,
3876,fonts,,fonts,
3877,float,,float,
3878,display,,display,
3879,cursor,,cursor,
3880,borderWidths,,borderWidths,
3881,borderStyle,,borderStyle,
3882,borderColors,,borderColors,
3883,backgroundSize,,backgroundSize,
3884,backgroundRepeat,,backgroundRepeat,
3885,backgroundPosition,,backgroundPosition,
3886,backgroundColors,,backgroundColors,
3887,backgroundAttachment,,backgroundAttachment,
3888,appearance,,appearance,
3889,Fix grid column order example,,Fix grid column order example,
3890,Remove fill on stroke icon,,Remove fill on stroke icon,
3891,Merge pull request #276 from tailwindcss/move-grid-to-examples,"Make grid documentation better than ""absolutely awful""",Merge pull request #276 from tailwindcss/move-grid-to-examples,"Make grid documentation better than ""absolutely awful"""
3892,"Make grid documentation better than ""absolutely awful""",,"Make grid documentation better than ""absolutely awful""",
3893,Fix color of responsive widget icons,,Fix color of responsive widget icons,
3894,Missed parent-hover -> group-hover changes,,Missed parent-hover -> group-hover changes,
3895,0.3.0,,0.3.0,
3896,npmignore jest folder,,npmignore jest folder,
