Index,Message,Description
1539,Mac kext unit testing: Removed the need for explicit testable symbol list,"Using an exports list in the test bundle itself makes dead code stripping work, so the kext-in-userspace can be a static library and doesn't itself need an exports list. This means we don't have to keep adding new functions we want to test to a symbol list. This change also moves the testability macro to the common header file and adds one for static functions (non-inline), which is tested on yet another function from KauthHandler.cpp. In Progress"
1540,Merge pull request #681 from Verify Installer signature before launching,"Goal Verify code signature of downloaded upgrade installer exes before launching it. Implementation Signature verification: At a high level, the upgrader reads the certificate contained in the signed installer. It then tries to build the certificate chain. If it succeeds, then the exe is considered valid and upgrader goes on to verify that the certificate CN name matches expected values (""Microsoft Corporation"" for VFSForGit and ""Johannes Schindelin"" for Git). Installer is launched only when signature verification succeeds. To prevent an attacker from modifying installer exe while signature verification is going on, upgrader holds an open reference to the exe that is later released."
1541,Verify Installer signature before launching,GitHubUpgrader.RunInstaller() method now locks the downloaded asset installer path (by opening a file handle to it) and verifies the authenticode signature of installer exe. There is additional check done for the name of the issuer of the Authenticode certificate. Installer is launched only when signature verification succeeds. The installer file lock is released after installer run finishes. Also added UT to verify signature check failures are handled properly.
1542,Prototyping testing the unmodified kext in userspace via a dylib,
1543,output unit tests to .xml,
1544,Dispose previous invoker at beginning of setup to avoid timing bugs,
1545,Make unit tests more thread-safe,
1546,Merge pull request #710 from jamill/file_system,File system common methods
1547,PhysicalFileSystem: remove unused contant,
1548,PhysicalFileSystem: add filesystem methods to common location,"These filesystem methods are used in the Upgraders, but are generally useful. Move / add them to common location so they can be reused."
1549,Remove var,
1550,First Kext Unit Tests as POC,
1551,Add unit tests for EventListener; fix TryRecordMessage,
1552,Merge pull request #693 from jamill/github_upgrader_remount_flag,GitHubUpgrader: Use REMOUNTREPOS flag instead of MOUNTREPOS
1553,GitHubUpgrader: Use REMOUNTREPOS flag instead of MOUNTREPOS,VFSForGit Setup is looking for REMOUNTREPOS instead of MOUNTREPOS.
1554,Merge pull request #684 from Adding dry-run and no-verify,"Goal Create a --dry-run upgrade arg that will help VFS4Git Developers to run gvfs upgrade without actually affecting the state of their PC. New --no-verify upgrade arg to prevent code signature verification of installers and Nuget packages. Feature details Dry run - Behaves like a regular gvfs upgrade --confirm command, except that the downloaded installer exe's will not be run. No verify - This is arg is enabled but not implemented right now."
1555,review comments,
1556,review comments,
1557,incorporating review comments,
1558,Rename LibGit2RepoPool to LibGit2RepoInvoker,Check for active libgit2 repos during packfile maintenance step
1559,Log when a listener has recovered and remove from the failed list,Log when an EventListener has recovered from a previous failure to all the other listeners. Also remove some usages of var.
1560,Merge pull request #670 from changeworld/patch-2,Update Readme to inform users to clone with HTTPS
1561,Merge pull request #689 from Auto-load PrjFS kext & gvfs bin load error fix,"Auto-load PrjFS kext Now PrjFS kext will get installed in the standard kernel extensions directory, this will let the Operating System find it and autoload it.  gvfs bin load error fix Installing libPrjFSLib.dylib in /usr/local/lib directory; this helps fix the issue where some of the vfsforgit binaries fail to launch bcoz of missing libraries in standard lib search paths. Added a basic un-installer The un-installer unloads PrjFS Kext, deletes vfsforgit binaries and symbolic links. The un-installer does not un-mount any mounted repositories. To un-install run uninstall_vfsforgit.sh from Terminal. It will ask you for Admin password."
1562,"Auto-load PrjFS kext, gvfs bin load error fix & uninstaller."," Now PrjFS kext will get installed in the standard kernel extensions directory as well, this will let the Operating System find it and autoload it. 2. Added a link to /usr/local/vfsforgit/prjfs/libPrjFSLib.dylib in /usr/local/lib directory; this helps fix the issue where some of the vfsforgit binaries fail to launch bcoz of missing libraries in standard lib search paths. 3. A basic vfsforgit uninstaller."
1563,GVFS Upgrader: update UX of dry-run and confirm arguments,"Based on feedback:   - dry-run and confirm are not compatible arguments   - If dry-run is specified, then we should launch the upgrader tool with appropriate arguments"
1564,Log EventListerer failures to all other listeners,"Attempt to log that a EventListener has failed to record a message to all other, non-failing EventListeners at most once. This can be useful for detecting and diagnosing cases when the new TelemetryDaemonEL fails to communicate with the telemetry service/daemon when we expect it to succeed otherwise. Also remove the unused ETW properties that we were sending to the telemetry service/daemon."
1565,Merge pull request #695 GitMaintenanceStep: inject the dependence on git process ids,"In the GitMaintenanceStep, we had a method ""RunningGitProcessIds()"" that used the Process API to check running Git processes. This can cause unit tests to fail on a dev machine if they are running Git commands (which may be due to background activity on a VFS mount). Inject a new GitProcessChecker to the maintenance step, and use that in unit tests to insert the answer we want. We can now check that we do not advance when there are git processes running."
1566,Adding dry-run and no-verify.,"Dry run - All pre-checks will be performed, but pre-check failures are ignored. Upgrade checks over the network will be performed but no installer files will be downloaded. No upgrade installers will be launched either. User gets to see the progress messaging and logs as if an actual installer was run. No verify - This is not used right now."
