Index,Message,Description
826,Merge pull request #388 from microsoft/vtbassmatt-patch-1,Add a stable anchor for linking to Linux instructions
827,Update README.md,
828,Merge pull request #386 from ldennington/update-linux,Add instructions for module install to module
829,Clarify module input description,"We are currently using 'Release tag' to describe the required input to our module trigger. This is inaccurate - this field actually requires a 'Release id', which I discovered when testing GCM Core module deployments yesterday. Updating so that the description doesn't confuse folks running the workflow for a release that is not 'latest'."
830,Add instructions for module install to module,Updating README.md with instructions for apt-get setup and install for Ubuntu Bionic and Hirsute.
831,Merge pull request #377 from ldennington/update-linux-deployments,Update apt-get workflow to publish to official bionic/hirsute repos
832,Consolidate apt-get release flow,This change replaces Python scripts we were calling from the module pipeline with inline scripts. It also adds support for releasing to Ubuntu repositories hosted at http://packages.microsoft.com/ (hosting location for Microsoft's official apt/yum repos). This allows users to install via apt-get on Hirsute/Bionic. Details to configure appropriate repos can be found here: https://docs.microsoft.com/en-us/windows-server/administration/Linux-Package-Repository-for-Microsoft-Software).
833,Merge pull request #383 from microsoft/vtbassmatt-patch-1,"a small ""how to use"" tweak"
834,Merge pull request #373 from mminns/issue-267-auto-detect-bitbucket-dc,"Issue-267 Add fingerprint header, to autodetect Bitbucket DC instances."
835,"a small ""how to use"" tweak",
836,"Issue-267 Add fingerprint header, to autodetect Bitbucket DC instances.",Copied and refreshed the Bitbucket development doc from the Git Credential Manager for Windows project.
837,Merge pull request #379 from mjcheetham/fix-macos-hang,Avoid extra restore in macOS installer creation (fix CI hangs)
838,osx: only publish using one MSBuild node,
839,osx: avoid extra restore in macOS installer creation,"Avoid an extra module during the module commands in module when building the macOS installer. For some reason, the CI machines (and sometimes locally) hang during this step with: ``` Building Installer.Mac Copying uninstall script... Microsoft (R) Build Engine version 16.10.0-preview-21181-07+073022eb4 for .NET Copyright (C) Microsoft Corporation. All rights reserved. Determining projects to restore... ``` Avoiding the restore during publish should be OK since the hosting Installer.Mac.csproj project will have already built (and restored) packages for the dependent projects."
840,Merge pull request #378 from ldennington/fix-tag-formatting,Fix winget tag specification
841,!fixup winget tag specification,
842,Merge pull request #375 from microsoft/main,Cut release
843,Merge pull request #374 from mjcheetham/fix-win-apppath,Fix app entry path computation on Windows
844,app: fix app entry path computation on Windows,The way we located the application (GCM) path was broken on .NET Framework (it worked OK for .NET Core/5.0+).
845,Merge pull request #361 from microsoft/main,Cut another another release
846,Merge pull request #360 from mjcheetham/github-xui-fix,Fix bug in GitHub x-platform UI command line parsing/binding
847,github: fix bug in x-UI cmdline parsing,"The System.CommandLine command line binding requires the parameter names match the option names. During the rebasing of the x-platform UI work, the argument name for the module option was left as module which means the OAuth browser flow is never shown, even though the base GCM program is passing the right argument/options."
848,Merge pull request #359 from microsoft/main,Cut another release (fixed this time)
849,Merge pull request #358 from mjcheetham/fixed-dotnet-sdk,Fix the .NET SDK used in release builds
850,dotnet: fix the .NET SDK used in release builds,"Fix the .NET SDK version used on Mac and Linux to build release builds in Azure Pipelines. The release build started to hang since .NET SDK 5.0.300 was available. Others have reported issues with new SDK patches: https://github.com/dotnet/sdk/issues/16204 The last successful release build used .NET SDK 5.0.203, so let's fix to that version. Last success: https://mseng.visualstudio.com/AzureDevOps/_build/results?buildId=15246465 Current failure: https://mseng.visualstudio.com/AzureDevOps/_build/results?buildId=15390460"
851,Merge pull request #357 from microsoft/main,Cut new release with GHES OAuth support and x-platform UI
852,Merge pull request #336 from mjcheetham/xui2,Add cross-platform UI based on Avalonia
853,"main: drop the useless ""Run!"" comments from prog.cs",
854,Merge pull request #354 from mjcheetham/ghes-oauth,Mark GHES 3.2 as supporting GCM Core OAuth
855,Merge pull request #353 from ldennington/bump-winget-version,Bumping version of update-winget action
856,github: mark GHES 3.2 as supporting GCM Core OAuth,Mark GitHub Enterprise Server (GHES; on-prem server) version 3.2 as supporting the OAuth authentication mechanism.
857,Merge branch 'main' into bump-winget-version,
858,Bumping version of update-winget action,
859,"xui: add ""About GCM"" dialog window",
860,linux: add new Avalonia UI helpers on Linux,
861,osx: include new Avalonia helpers on macOS,
862,bitbucket: add Avalonia-based UI helper for BB,Add a new UI helper for Bitbucket using Avalonia.
863,github: fix bug in 2FA UI helper invocation,Pass the module option to the UI helper when prompting for a 2FA code sent via SMS for GitHub.
864,"github: add ""2FA"" prompt dialog","Add new Avalonia-based ""two-factor"" auth code prompt dialog for GitHub."
865,"github: add main ""credential"" prompt","Add the main ""credentials"" prompt for the Avalonia-based GitHub helper UI."
866,github: add new Avalonia-based UI helper for GitHub,Add a new Avalonia UI project for a GitHub UI helper.
867,xui: introduce a component for showing Avalonia UI,"Add a component that uses our Dispatcher, and the Avalonia Dispatcher types to correctly initialise, show, and close windows and views in the Avalonia UI framework, ad-hoc."
